CourseId,Branch,ParentCourse,Rating
Electrical Machines,Electrical,B.Tech,4.5
Renewable Energy,Electrical,B.Tech,4.54
Power Systems,Electrical,B.Tech,4.71
Electrical Machines,Electrical,B.Tech,4.5
Renewable Energy,Electrical,B.Tech,4.54
Power Systems,Electrical,B.Tech,4.64
Electrical Machines,Electrical,B.Tech,4.51
Renewable Energy,Electrical,B.Tech,4.59
Power Systems,Electrical,B.Tech,4.78
Electrical Machines,Electrical,B.Tech,4.58
Renewable Energy,Electrical,B.Tech,4.46
Power Systems,Electrical,B.Tech,4.76
Electrical Machines,Electrical,B.Tech,4.55
Renewable Energy,Electrical,B.Tech,4.44
Power Systems,Electrical,B.Tech,4.74
Electrical Machines,Electrical,B.Tech,4.68
Renewable Energy,Electrical,B.Tech,4.57
Power Systems,Electrical,B.Tech,4.65
Electrical Machines,Electrical,B.Tech,4.61
Renewable Energy,Electrical,B.Tech,4.46
Power Systems,Electrical,B.Tech,4.75
Electrical Machines,Electrical,B.Tech,4.6
Renewable Energy,Electrical,B.Tech,4.55
Power Systems,Electrical,B.Tech,4.7
Electrical Machines,Electrical,B.Tech,4.62
Renewable Energy,Electrical,B.Tech,4.52
Power Systems,Electrical,B.Tech,4.65
Electrical Machines,Electrical,B.Tech,4.65
Renewable Energy,Electrical,B.Tech,4.6
Power Systems,Electrical,B.Tech,4.75
Electrical Machines,Electrical,B.Tech,4.55
Renewable Energy,Electrical,B.Tech,4.42
Power Systems,Electrical,B.Tech,4.65
Electrical Machines,Electrical,B.Tech,4.52
Renewable Energy,Electrical,B.Tech,4.51
Power Systems,Electrical,B.Tech,4.69
Electrical Machines,Electrical,B.Tech,4.64
Renewable Energy,Electrical,B.Tech,4.53
Power Systems,Electrical,B.Tech,4.71
Electrical Machines,Electrical,B.Tech,4.7
Renewable Energy,Electrical,B.Tech,4.48
Power Systems,Electrical,B.Tech,4.78
Electrical Machines,Electrical,B.Tech,4.65
Renewable Energy,Electrical,B.Tech,4.47
Power Systems,Electrical,B.Tech,4.7
Electrical Machines,Electrical,B.Tech,4.69
Renewable Energy,Electrical,B.Tech,4.59
Power Systems,Electrical,B.Tech,4.73
Electrical Machines,Electrical,B.Tech,4.6
Renewable Energy,Electrical,B.Tech,4.47
Power Systems,Electrical,B.Tech,4.68
Electrical Machines,Electrical,B.Tech,4.63
Renewable Energy,Electrical,B.Tech,4.57
Power Systems,Electrical,B.Tech,4.7
Electrical Machines,Electrical,B.Tech,4.67
Renewable Energy,Electrical,B.Tech,4.53
Power Systems,Electrical,B.Tech,4.63
Electrical Machines,Electrical,B.Tech,4.54
Renewable Energy,Electrical,B.Tech,4.57
Power Systems,Electrical,B.Tech,4.67
Electrical Machines,Electrical,B.Tech,4.62
Renewable Energy,Electrical,B.Tech,4.54
Power Systems,Electrical,B.Tech,4.7
Electrical Machines,Electrical,B.Tech,4.65
Renewable Energy,Electrical,B.Tech,4.5
Power Systems,Electrical,B.Tech,4.75
Electrical Machines,Electrical,B.Tech,4.69
Renewable Energy,Electrical,B.Tech,4.5
Power Systems,Electrical,B.Tech,4.78
Electrical Machines,Electrical,B.Tech,4.69
Renewable Energy,Electrical,B.Tech,4.48
Power Systems,Electrical,B.Tech,4.66
Electrical Machines,Electrical,B.Tech,4.7
Renewable Energy,Electrical,B.Tech,4.51
Power Systems,Electrical,B.Tech,4.64
Electrical Machines,Electrical,B.Tech,4.66
Renewable Energy,Electrical,B.Tech,4.55
Power Systems,Electrical,B.Tech,4.63
Electrical Machines,Electrical,B.Tech,4.62
Renewable Energy,Electrical,B.Tech,4.59
Power Systems,Electrical,B.Tech,4.8
Electrical Machines,Electrical,B.Tech,4.55
Renewable Energy,Electrical,B.Tech,4.41
Power Systems,Electrical,B.Tech,4.76
Electrical Machines,Electrical,B.Tech,4.5
Renewable Energy,Electrical,B.Tech,4.5
Power Systems,Electrical,B.Tech,4.76
Electrical Machines,Electrical,B.Tech,4.51
Renewable Energy,Electrical,B.Tech,4.55
Power Systems,Electrical,B.Tech,4.68
Electrical Machines,Electrical,B.Tech,4.51
Renewable Energy,Electrical,B.Tech,4.45
Power Systems,Electrical,B.Tech,4.78
Electrical Machines,Electrical,B.Tech,4.56
Renewable Energy,Electrical,B.Tech,4.56
Power Systems,Electrical,B.Tech,4.77
Electrical Machines,Electrical,B.Tech,4.57
Renewable Energy,Electrical,B.Tech,4.4
Power Systems,Electrical,B.Tech,4.76
Electrical Machines,Electrical,B.Tech,4.54
Renewable Energy,Electrical,B.Tech,4.48
Power Systems,Electrical,B.Tech,4.74
Electrical Machines,Electrical,B.Tech,4.61
Renewable Energy,Electrical,B.Tech,4.49
Power Systems,Electrical,B.Tech,4.79
Electrical Machines,Electrical,B.Tech,4.59
Renewable Energy,Electrical,B.Tech,4.51
Power Systems,Electrical,B.Tech,4.79
Electrical Machines,Electrical,B.Tech,4.53
Renewable Energy,Electrical,B.Tech,4.55
Power Systems,Electrical,B.Tech,4.76
Electrical Machines,Electrical,B.Tech,4.59
Renewable Energy,Electrical,B.Tech,4.42
Power Systems,Electrical,B.Tech,4.62
Electrical Machines,Electrical,B.Tech,4.64
Renewable Energy,Electrical,B.Tech,4.45
Cloud Computing,IT,B.Tech,4.67
Data Science,IT,B.Tech,4.5
Cybersecurity,IT,B.Tech,4.6
Cloud Computing,IT,B.Tech,4.72
Data Science,IT,B.Tech,4.64
Cybersecurity,IT,B.Tech,4.55
Cloud Computing,IT,B.Tech,4.74
Data Science,IT,B.Tech,4.52
Cybersecurity,IT,B.Tech,4.52
Cloud Computing,IT,B.Tech,4.76
Data Science,IT,B.Tech,4.51
Cybersecurity,IT,B.Tech,4.52
Cloud Computing,IT,B.Tech,4.64
Data Science,IT,B.Tech,4.55
Cybersecurity,IT,B.Tech,4.48
Cloud Computing,IT,B.Tech,4.6
Data Science,IT,B.Tech,4.53
Cybersecurity,IT,B.Tech,4.47
Cloud Computing,IT,B.Tech,4.76
Data Science,IT,B.Tech,4.6
Cybersecurity,IT,B.Tech,4.55
Cloud Computing,IT,B.Tech,4.77
Data Science,IT,B.Tech,4.53
Cybersecurity,IT,B.Tech,4.53
Cloud Computing,IT,B.Tech,4.76
Data Science,IT,B.Tech,4.63
Cybersecurity,IT,B.Tech,4.47
Cloud Computing,IT,B.Tech,4.7
Data Science,IT,B.Tech,4.63
Cybersecurity,IT,B.Tech,4.58
Cloud Computing,IT,B.Tech,4.7
Data Science,IT,B.Tech,4.57
Cybersecurity,IT,B.Tech,4.59
Cloud Computing,IT,B.Tech,4.76
Data Science,IT,B.Tech,4.69
Cybersecurity,IT,B.Tech,4.46
Cloud Computing,IT,B.Tech,4.7
Data Science,IT,B.Tech,4.69
Cybersecurity,IT,B.Tech,4.54
Cloud Computing,IT,B.Tech,4.7
Data Science,IT,B.Tech,4.68
Cybersecurity,IT,B.Tech,4.55
Cloud Computing,IT,B.Tech,4.67
Data Science,IT,B.Tech,4.54
Cybersecurity,IT,B.Tech,4.47
Cloud Computing,IT,B.Tech,4.77
Data Science,IT,B.Tech,4.69
Cybersecurity,IT,B.Tech,4.6
Cloud Computing,IT,B.Tech,4.76
Data Science,IT,B.Tech,4.69
Cybersecurity,IT,B.Tech,4.47
Cloud Computing,IT,B.Tech,4.75
Data Science,IT,B.Tech,4.69
Cybersecurity,IT,B.Tech,4.52
Cloud Computing,IT,B.Tech,4.6
Data Science,IT,B.Tech,4.66
Cybersecurity,IT,B.Tech,4.56
Cloud Computing,IT,B.Tech,4.79
Data Science,IT,B.Tech,4.63
Cybersecurity,IT,B.Tech,4.52
Cloud Computing,IT,B.Tech,4.71
Data Science,IT,B.Tech,4.55
Cybersecurity,IT,B.Tech,4.59
Cloud Computing,IT,B.Tech,4.65
Data Science,IT,B.Tech,4.58
Cybersecurity,IT,B.Tech,4.49
Cloud Computing,IT,B.Tech,4.79
Data Science,IT,B.Tech,4.58
Cybersecurity,IT,B.Tech,4.45
Cloud Computing,IT,B.Tech,4.77
Data Science,IT,B.Tech,4.67
Cybersecurity,IT,B.Tech,4.41
Cloud Computing,IT,B.Tech,4.75
Data Science,IT,B.Tech,4.56
Cybersecurity,IT,B.Tech,4.52
Cloud Computing,IT,B.Tech,4.71
Data Science,IT,B.Tech,4.51
Cybersecurity,IT,B.Tech,4.43
Cloud Computing,IT,B.Tech,4.78
Data Science,IT,B.Tech,4.65
Cybersecurity,IT,B.Tech,4.55
Cloud Computing,IT,B.Tech,4.67
Data Science,IT,B.Tech,4.58
Cybersecurity,IT,B.Tech,4.48
Cloud Computing,IT,B.Tech,4.61
Data Science,IT,B.Tech,4.5
Cybersecurity,IT,B.Tech,4.55
Cloud Computing,IT,B.Tech,4.8
Data Science,IT,B.Tech,4.7
Cybersecurity,IT,B.Tech,4.55
Cloud Computing,IT,B.Tech,4.6
Data Science,IT,B.Tech,4.56
Cybersecurity,IT,B.Tech,4.46
Cloud Computing,IT,B.Tech,4.72
Data Science,IT,B.Tech,4.55
Cybersecurity,IT,B.Tech,4.51
Cloud Computing,IT,B.Tech,4.64
Data Science,IT,B.Tech,4.53
Cybersecurity,IT,B.Tech,4.46
Cloud Computing,IT,B.Tech,4.71
Data Science,IT,B.Tech,4.58
Cybersecurity,IT,B.Tech,4.58
Cloud Computing,IT,B.Tech,4.66
Data Science,IT,B.Tech,4.69
Cybersecurity,IT,B.Tech,4.51
Cloud Computing,IT,B.Tech,4.64
Data Science,IT,B.Tech,4.56
Cybersecurity,IT,B.Tech,4.6
Cloud Computing,IT,B.Tech,4.67
Data Science,IT,B.Tech,4.61
Cybersecurity,IT,B.Tech,4.53
Cloud Computing,IT,B.Tech,4.72
Data Science,IT,B.Tech,4.67
Cybersecurity,IT,B.Tech,4.46
Cloud Computing,IT,B.Tech,4.76
Data Science,IT,B.Tech,4.6
Cybersecurity,IT,B.Tech,4.42
Cloud Computing,IT,B.Tech,4.69
Data Science,IT,B.Tech,4.66
Cybersecurity,IT,B.Tech,4.51
Cloud Computing,IT,B.Tech,4.68
Data Science,IT,B.Tech,4.57
Cybersecurity,IT,B.Tech,4.56
Cloud Computing,IT,B.Tech,4.63
Data Science,IT,B.Tech,4.68
Cybersecurity,IT,B.Tech,4.59
Cloud Computing,IT,B.Tech,4.8
Data Science,IT,B.Tech,4.64
Cybersecurity,IT,B.Tech,4.41
Cloud Computing,IT,B.Tech,4.68
Data Science,IT,B.Tech,4.64
Cybersecurity,IT,B.Tech,4.42
Cloud Computing,IT,B.Tech,4.63
Data Science,IT,B.Tech,4.59
Cybersecurity,IT,B.Tech,4.47
Cloud Computing,IT,B.Tech,4.69
Data Science,IT,B.Tech,4.69
Cybersecurity,IT,B.Tech,4.41
Cloud Computing,IT,B.Tech,4.79
Data Science,IT,B.Tech,4.57
Cybersecurity,IT,B.Tech,4.6
Cloud Computing,IT,B.Tech,4.61
Data Science,IT,B.Tech,4.65
Cybersecurity,IT,B.Tech,4.53
Cloud Computing,IT,B.Tech,4.8
Data Science,IT,B.Tech,4.68
Cybersecurity,IT,B.Tech,4.55
Cloud Computing,IT,B.Tech,4.76
Data Science,IT,B.Tech,4.62
Cybersecurity,IT,B.Tech,4.53
Financial Modelling,Finance,BBA,4.71
Investment Strategies,Finance,BBA,4.66
Corporate Finance,Finance,BBA,4.49
Financial Modelling,Finance,BBA,4.66
Investment Strategies,Finance,BBA,4.53
Corporate Finance,Finance,BBA,4.42
Financial Modelling,Finance,BBA,4.78
Investment Strategies,Finance,BBA,4.67
Corporate Finance,Finance,BBA,4.41
Financial Modelling,Finance,BBA,4.74
Investment Strategies,Finance,BBA,4.6
Corporate Finance,Finance,BBA,4.42
Financial Modelling,Finance,BBA,4.72
Investment Strategies,Finance,BBA,4.68
Corporate Finance,Finance,BBA,4.59
Financial Modelling,Finance,BBA,4.75
Investment Strategies,Finance,BBA,4.63
Corporate Finance,Finance,BBA,4.59
Financial Modelling,Finance,BBA,4.74
Investment Strategies,Finance,BBA,4.57
Corporate Finance,Finance,BBA,4.54
Financial Modelling,Finance,BBA,4.73
Investment Strategies,Finance,BBA,4.52
Corporate Finance,Finance,BBA,4.51
Financial Modelling,Finance,BBA,4.72
Investment Strategies,Finance,BBA,4.61
Corporate Finance,Finance,BBA,4.47
Financial Modelling,Finance,BBA,4.68
Investment Strategies,Finance,BBA,4.52
Corporate Finance,Finance,BBA,4.54
Financial Modelling,Finance,BBA,4.8
Investment Strategies,Finance,BBA,4.63
Corporate Finance,Finance,BBA,4.59
Financial Modelling,Finance,BBA,4.61
Investment Strategies,Finance,BBA,4.56
Corporate Finance,Finance,BBA,4.5
Financial Modelling,Finance,BBA,4.69
Investment Strategies,Finance,BBA,4.61
Corporate Finance,Finance,BBA,4.41
Financial Modelling,Finance,BBA,4.64
Investment Strategies,Finance,BBA,4.57
Corporate Finance,Finance,BBA,4.46
Financial Modelling,Finance,BBA,4.7
Investment Strategies,Finance,BBA,4.69
Corporate Finance,Finance,BBA,4.53
Financial Modelling,Finance,BBA,4.74
Investment Strategies,Finance,BBA,4.64
Corporate Finance,Finance,BBA,4.46
Financial Modelling,Finance,BBA,4.78
Investment Strategies,Finance,BBA,4.52
Corporate Finance,Finance,BBA,4.46
Financial Modelling,Finance,BBA,4.63
Investment Strategies,Finance,BBA,4.63
Corporate Finance,Finance,BBA,4.46
Financial Modelling,Finance,BBA,4.69
Investment Strategies,Finance,BBA,4.51
Corporate Finance,Finance,BBA,4.43
Financial Modelling,Finance,BBA,4.75
Investment Strategies,Finance,BBA,4.55
Corporate Finance,Finance,BBA,4.59
Financial Modelling,Finance,BBA,4.7
Investment Strategies,Finance,BBA,4.65
Corporate Finance,Finance,BBA,4.43
Financial Modelling,Finance,BBA,4.66
Investment Strategies,Finance,BBA,4.63
Corporate Finance,Finance,BBA,4.53
Financial Modelling,Finance,BBA,4.7
Investment Strategies,Finance,BBA,4.55
Corporate Finance,Finance,BBA,4.48
Financial Modelling,Finance,BBA,4.74
Investment Strategies,Finance,BBA,4.63
Corporate Finance,Finance,BBA,4.58
Financial Modelling,Finance,BBA,4.73
Investment Strategies,Finance,BBA,4.57
Corporate Finance,Finance,BBA,4.55
Financial Modelling,Finance,BBA,4.62
Investment Strategies,Finance,BBA,4.66
Corporate Finance,Finance,BBA,4.55
Financial Modelling,Finance,BBA,4.65
Investment Strategies,Finance,BBA,4.55
Corporate Finance,Finance,BBA,4.5
Financial Modelling,Finance,BBA,4.66
Investment Strategies,Finance,BBA,4.51
Corporate Finance,Finance,BBA,4.58
Financial Modelling,Finance,BBA,4.76
Investment Strategies,Finance,BBA,4.7
Corporate Finance,Finance,BBA,4.45
Financial Modelling,Finance,BBA,4.75
Investment Strategies,Finance,BBA,4.67
Corporate Finance,Finance,BBA,4.59
Financial Modelling,Finance,BBA,4.79
Investment Strategies,Finance,BBA,4.55
Corporate Finance,Finance,BBA,4.54
Financial Modelling,Finance,BBA,4.68
Investment Strategies,Finance,BBA,4.57
Corporate Finance,Finance,BBA,4.56
Financial Modelling,Finance,BBA,4.68
Investment Strategies,Finance,BBA,4.6
Corporate Finance,Finance,BBA,4.57
Financial Modelling,Finance,BBA,4.67
Investment Strategies,Finance,BBA,4.7
Corporate Finance,Finance,BBA,4.51
Financial Modelling,Finance,BBA,4.77
Investment Strategies,Finance,BBA,4.69
Corporate Finance,Finance,BBA,4.42
Financial Modelling,Finance,BBA,4.71
Investment Strategies,Finance,BBA,4.53
Corporate Finance,Finance,BBA,4.49
Financial Modelling,Finance,BBA,4.69
Investment Strategies,Finance,BBA,4.51
Corporate Finance,Finance,BBA,4.55
Financial Modelling,Finance,BBA,4.8
Investment Strategies,Finance,BBA,4.53
Corporate Finance,Finance,BBA,4.57
Financial Modelling,Finance,BBA,4.64
Investment Strategies,Finance,BBA,4.53
Corporate Finance,Finance,BBA,4.59
Financial Modelling,Finance,BBA,4.78
Investment Strategies,Finance,BBA,4.68
Corporate Finance,Finance,BBA,4.46
Financial Modelling,Finance,BBA,4.64
Investment Strategies,Finance,BBA,4.58
Corporate Finance,Finance,BBA,4.6
Financial Modelling,Finance,BBA,4.67
Investment Strategies,Finance,BBA,4.52
Corporate Finance,Finance,BBA,4.52
Financial Modelling,Finance,BBA,4.76
Investment Strategies,Finance,BBA,4.68
Corporate Finance,Finance,BBA,4.42
Financial Modelling,Finance,BBA,4.68
Investment Strategies,Finance,BBA,4.52
Corporate Finance,Finance,BBA,4.42
Financial Modelling,Finance,BBA,4.67
Investment Strategies,Finance,BBA,4.66
Corporate Finance,Finance,BBA,4.5
Financial Modelling,Finance,BBA,4.69
Investment Strategies,Finance,BBA,4.59
Corporate Finance,Finance,BBA,4.45
Financial Modelling,Finance,BBA,4.64
Investment Strategies,Finance,BBA,4.6
Corporate Finance,Finance,BBA,4.59
Financial Modelling,Finance,BBA,4.73
Investment Strategies,Finance,BBA,4.64
Corporate Finance,Finance,BBA,4.44
Financial Modelling,Finance,BBA,4.64
Investment Strategies,Finance,BBA,4.52
Corporate Finance,Finance,BBA,4.52
Financial Modelling,Finance,BBA,4.66
Investment Strategies,Finance,BBA,4.69
Corporate Finance,Finance,BBA,4.47
Digital Marketing,Marketing,BBA,4.78
Brand Management,Marketing,BBA,4.67
Consumer Behavior,Marketing,BBA,4.58
Digital Marketing,Marketing,BBA,4.64
Brand Management,Marketing,BBA,4.69
Consumer Behavior,Marketing,BBA,4.54
Digital Marketing,Marketing,BBA,4.8
Brand Management,Marketing,BBA,4.63
Consumer Behavior,Marketing,BBA,4.42
Digital Marketing,Marketing,BBA,4.78
Brand Management,Marketing,BBA,4.65
Consumer Behavior,Marketing,BBA,4.55
Digital Marketing,Marketing,BBA,4.8
Brand Management,Marketing,BBA,4.58
Consumer Behavior,Marketing,BBA,4.55
Digital Marketing,Marketing,BBA,4.76
Brand Management,Marketing,BBA,4.56
Consumer Behavior,Marketing,BBA,4.56
Digital Marketing,Marketing,BBA,4.74
Brand Management,Marketing,BBA,4.68
Consumer Behavior,Marketing,BBA,4.56
Digital Marketing,Marketing,BBA,4.66
Brand Management,Marketing,BBA,4.57
Consumer Behavior,Marketing,BBA,4.58
Digital Marketing,Marketing,BBA,4.63
Brand Management,Marketing,BBA,4.68
Consumer Behavior,Marketing,BBA,4.56
Digital Marketing,Marketing,BBA,4.68
Brand Management,Marketing,BBA,4.7
Consumer Behavior,Marketing,BBA,4.48
Digital Marketing,Marketing,BBA,4.71
Brand Management,Marketing,BBA,4.52
Consumer Behavior,Marketing,BBA,4.49
Digital Marketing,Marketing,BBA,4.63
Brand Management,Marketing,BBA,4.54
Consumer Behavior,Marketing,BBA,4.49
Digital Marketing,Marketing,BBA,4.65
Brand Management,Marketing,BBA,4.6
Consumer Behavior,Marketing,BBA,4.56
Digital Marketing,Marketing,BBA,4.61
Brand Management,Marketing,BBA,4.59
Consumer Behavior,Marketing,BBA,4.59
Digital Marketing,Marketing,BBA,4.61
Brand Management,Marketing,BBA,4.63
Consumer Behavior,Marketing,BBA,4.53
Digital Marketing,Marketing,BBA,4.65
Brand Management,Marketing,BBA,4.67
Consumer Behavior,Marketing,BBA,4.5
Digital Marketing,Marketing,BBA,4.76
Brand Management,Marketing,BBA,4.7
Consumer Behavior,Marketing,BBA,4.52
Digital Marketing,Marketing,BBA,4.78
Brand Management,Marketing,BBA,4.57
Consumer Behavior,Marketing,BBA,4.41
Digital Marketing,Marketing,BBA,4.64
Brand Management,Marketing,BBA,4.5
Consumer Behavior,Marketing,BBA,4.48
Digital Marketing,Marketing,BBA,4.64
Brand Management,Marketing,BBA,4.56
Consumer Behavior,Marketing,BBA,4.42
Digital Marketing,Marketing,BBA,4.69
Brand Management,Marketing,BBA,4.67
Consumer Behavior,Marketing,BBA,4.47
Digital Marketing,Marketing,BBA,4.64
Brand Management,Marketing,BBA,4.61
Consumer Behavior,Marketing,BBA,4.44
Digital Marketing,Marketing,BBA,4.65
Brand Management,Marketing,BBA,4.66
Consumer Behavior,Marketing,BBA,4.59
Digital Marketing,Marketing,BBA,4.65
Brand Management,Marketing,BBA,4.67
Consumer Behavior,Marketing,BBA,4.42
Digital Marketing,Marketing,BBA,4.71
Brand Management,Marketing,BBA,4.68
Consumer Behavior,Marketing,BBA,4.55
Digital Marketing,Marketing,BBA,4.8
Brand Management,Marketing,BBA,4.66
Consumer Behavior,Marketing,BBA,4.49
Digital Marketing,Marketing,BBA,4.62
Brand Management,Marketing,BBA,4.54
Consumer Behavior,Marketing,BBA,4.57
Digital Marketing,Marketing,BBA,4.66
Brand Management,Marketing,BBA,4.56
Consumer Behavior,Marketing,BBA,4.45
Digital Marketing,Marketing,BBA,4.7
Brand Management,Marketing,BBA,4.59
Consumer Behavior,Marketing,BBA,4.55
Digital Marketing,Marketing,BBA,4.63
Brand Management,Marketing,BBA,4.61
Consumer Behavior,Marketing,BBA,4.44
Digital Marketing,Marketing,BBA,4.62
Brand Management,Marketing,BBA,4.55
Consumer Behavior,Marketing,BBA,4.52
Digital Marketing,Marketing,BBA,4.78
Brand Management,Marketing,BBA,4.64
Consumer Behavior,Marketing,BBA,4.44
Digital Marketing,Marketing,BBA,4.77
Brand Management,Marketing,BBA,4.63
Consumer Behavior,Marketing,BBA,4.43
Digital Marketing,Marketing,BBA,4.65
Brand Management,Marketing,BBA,4.65
Consumer Behavior,Marketing,BBA,4.58
Digital Marketing,Marketing,BBA,4.76
Brand Management,Marketing,BBA,4.67
Consumer Behavior,Marketing,BBA,4.52
Digital Marketing,Marketing,BBA,4.79
Brand Management,Marketing,BBA,4.63
Consumer Behavior,Marketing,BBA,4.52
Digital Marketing,Marketing,BBA,4.74
Brand Management,Marketing,BBA,4.62
Consumer Behavior,Marketing,BBA,4.59
Digital Marketing,Marketing,BBA,4.64
Brand Management,Marketing,BBA,4.63
Consumer Behavior,Marketing,BBA,4.6
Digital Marketing,Marketing,BBA,4.79
Brand Management,Marketing,BBA,4.65
Consumer Behavior,Marketing,BBA,4.54
Digital Marketing,Marketing,BBA,4.7
Brand Management,Marketing,BBA,4.56
Consumer Behavior,Marketing,BBA,4.43
Digital Marketing,Marketing,BBA,4.63
Brand Management,Marketing,BBA,4.6
Consumer Behavior,Marketing,BBA,4.56
Digital Marketing,Marketing,BBA,4.73
Brand Management,Marketing,BBA,4.58
Consumer Behavior,Marketing,BBA,4.42
Digital Marketing,Marketing,BBA,4.79
Brand Management,Marketing,BBA,4.68
Consumer Behavior,Marketing,BBA,4.54
Digital Marketing,Marketing,BBA,4.7
Brand Management,Marketing,BBA,4.65
Consumer Behavior,Marketing,BBA,4.45
Digital Marketing,Marketing,BBA,4.62
Brand Management,Marketing,BBA,4.52
Consumer Behavior,Marketing,BBA,4.59
Digital Marketing,Marketing,BBA,4.73
Brand Management,Marketing,BBA,4.66
Consumer Behavior,Marketing,BBA,4.53
Digital Marketing,Marketing,BBA,4.64
Brand Management,Marketing,BBA,4.54
Consumer Behavior,Marketing,BBA,4.45
Digital Marketing,Marketing,BBA,4.76
Brand Management,Marketing,BBA,4.52
Consumer Behavior,Marketing,BBA,4.54
Digital Marketing,Marketing,BBA,4.61
Brand Management,Marketing,BBA,4.57
Consumer Behavior,Marketing,BBA,4.4
Digital Marketing,Marketing,BBA,4.61
Brand Management,Marketing,BBA,4.55
Consumer Behavior,Marketing,BBA,4.43
HR Analytics,HR,BBA,4.61
Organizational Behavior,HR,BBA,4.55
Recruitment Strategies,HR,BBA,4.45
HR Analytics,HR,BBA,4.7
Organizational Behavior,HR,BBA,4.68
Recruitment Strategies,HR,BBA,4.55
HR Analytics,HR,BBA,4.72
Organizational Behavior,HR,BBA,4.55
Recruitment Strategies,HR,BBA,4.57
HR Analytics,HR,BBA,4.69
Organizational Behavior,HR,BBA,4.61
Recruitment Strategies,HR,BBA,4.51
HR Analytics,HR,BBA,4.78
Organizational Behavior,HR,BBA,4.63
Recruitment Strategies,HR,BBA,4.55
HR Analytics,HR,BBA,4.75
Organizational Behavior,HR,BBA,4.55
Recruitment Strategies,HR,BBA,4.54
HR Analytics,HR,BBA,4.68
Organizational Behavior,HR,BBA,4.67
Recruitment Strategies,HR,BBA,4.43
HR Analytics,HR,BBA,4.62
Organizational Behavior,HR,BBA,4.6
Recruitment Strategies,HR,BBA,4.48
HR Analytics,HR,BBA,4.66
Organizational Behavior,HR,BBA,4.53
Recruitment Strategies,HR,BBA,4.51
HR Analytics,HR,BBA,4.66
Organizational Behavior,HR,BBA,4.62
Recruitment Strategies,HR,BBA,4.45
HR Analytics,HR,BBA,4.75
Organizational Behavior,HR,BBA,4.66
Recruitment Strategies,HR,BBA,4.51
HR Analytics,HR,BBA,4.74
Organizational Behavior,HR,BBA,4.59
Recruitment Strategies,HR,BBA,4.54
HR Analytics,HR,BBA,4.66
Organizational Behavior,HR,BBA,4.57
Recruitment Strategies,HR,BBA,4.55
HR Analytics,HR,BBA,4.74
Organizational Behavior,HR,BBA,4.55
Recruitment Strategies,HR,BBA,4.48
HR Analytics,HR,BBA,4.79
Organizational Behavior,HR,BBA,4.59
Recruitment Strategies,HR,BBA,4.44
HR Analytics,HR,BBA,4.75
Organizational Behavior,HR,BBA,4.52
Recruitment Strategies,HR,BBA,4.41
HR Analytics,HR,BBA,4.63
Organizational Behavior,HR,BBA,4.57
Recruitment Strategies,HR,BBA,4.47
HR Analytics,HR,BBA,4.67
Organizational Behavior,HR,BBA,4.52
Recruitment Strategies,HR,BBA,4.44
HR Analytics,HR,BBA,4.6
Organizational Behavior,HR,BBA,4.56
Recruitment Strategies,HR,BBA,4.53
HR Analytics,HR,BBA,4.76
Organizational Behavior,HR,BBA,4.57
Recruitment Strategies,HR,BBA,4.6
HR Analytics,HR,BBA,4.74
Organizational Behavior,HR,BBA,4.59
Recruitment Strategies,HR,BBA,4.5
HR Analytics,HR,BBA,4.78
Organizational Behavior,HR,BBA,4.61
Recruitment Strategies,HR,BBA,4.51
HR Analytics,HR,BBA,4.75
Organizational Behavior,HR,BBA,4.57
Recruitment Strategies,HR,BBA,4.46
HR Analytics,HR,BBA,4.61
Organizational Behavior,HR,BBA,4.51
Recruitment Strategies,HR,BBA,4.41
HR Analytics,HR,BBA,4.72
Organizational Behavior,HR,BBA,4.7
Recruitment Strategies,HR,BBA,4.57
HR Analytics,HR,BBA,4.67
Organizational Behavior,HR,BBA,4.66
Recruitment Strategies,HR,BBA,4.44
HR Analytics,HR,BBA,4.67
Organizational Behavior,HR,BBA,4.62
Recruitment Strategies,HR,BBA,4.57
HR Analytics,HR,BBA,4.65
Organizational Behavior,HR,BBA,4.53
Recruitment Strategies,HR,BBA,4.41
HR Analytics,HR,BBA,4.67
Organizational Behavior,HR,BBA,4.56
Recruitment Strategies,HR,BBA,4.58
HR Analytics,HR,BBA,4.71
Organizational Behavior,HR,BBA,4.59
Recruitment Strategies,HR,BBA,4.52
HR Analytics,HR,BBA,4.73
Organizational Behavior,HR,BBA,4.57
Recruitment Strategies,HR,BBA,4.55
HR Analytics,HR,BBA,4.78
Organizational Behavior,HR,BBA,4.67
Recruitment Strategies,HR,BBA,4.46
HR Analytics,HR,BBA,4.69
Organizational Behavior,HR,BBA,4.52
Recruitment Strategies,HR,BBA,4.47
HR Analytics,HR,BBA,4.66
Organizational Behavior,HR,BBA,4.62
Recruitment Strategies,HR,BBA,4.48
HR Analytics,HR,BBA,4.64
Organizational Behavior,HR,BBA,4.67
Recruitment Strategies,HR,BBA,4.6
HR Analytics,HR,BBA,4.79
Organizational Behavior,HR,BBA,4.53
Recruitment Strategies,HR,BBA,4.53
HR Analytics,HR,BBA,4.69
Organizational Behavior,HR,BBA,4.64
Recruitment Strategies,HR,BBA,4.53
HR Analytics,HR,BBA,4.64
Organizational Behavior,HR,BBA,4.65
Recruitment Strategies,HR,BBA,4.42
HR Analytics,HR,BBA,4.73
Organizational Behavior,HR,BBA,4.59
